o_orderkey,o_custkey,o_orderstatus,o_totalprice,o_orderdate,o_orderpriority,o_clerk,o_shippriority,o_comment
129479,9238,O,219959.91,1997-06-04,1-URGENT,"Clerk#000000208",0,ias after the final platelets cajol
129504,4564,O,274372.71,1997-08-29,4-NOT SPECIFIED,"Clerk#000000459",0,"areful pinto beans according to the unusual, even a"
129505,11767,O,57137.10,1998-08-01,2-HIGH,"Clerk#000000773",0,s. blithely final deposits sleep behind the final foxes. slyly iro
129506,8728,F,143727.18,1994-11-17,1-URGENT,"Clerk#000000482",0, regular accounts eat quickly: fu
129507,14716,O,58103.23,1996-09-24,3-MEDIUM,"Clerk#000000616",0,s use fluffily express theodolites. un
129508,7222,O,95463.90,1998-05-23,1-URGENT,"Clerk#000000748",0,y carefully even deposits. quickly final depos
129509,12145,O,143782.41,1996-09-04,5-LOW,"Clerk#000000987",0,usly express requests. silent accounts aga
129510,14152,O,264405.14,1998-01-31,1-URGENT,"Clerk#000000654",0,ly bold accounts. final accounts 
129511,14326,F,157215.83,1992-10-15,4-NOT SPECIFIED,"Clerk#000000891",0,"the unusual, ironic asymptotes."
129536,9607,F,133423.85,1994-09-26,3-MEDIUM,"Clerk#000000938",0,regular accounts among the 
129537,12178,F,3399.56,1993-08-08,5-LOW,"Clerk#000000371",0,ely regular requests. carefully final foxes ar
129538,5161,O,63231.38,1998-01-06,3-MEDIUM,"Clerk#000000026",0,"ronic, final foxes. quickly pendin"
129539,14884,F,45530.76,1994-06-23,2-HIGH,"Clerk#000000382",0,ffily permanent deposits h
129540,13543,O,15026.18,1995-04-25,3-MEDIUM,"Clerk#000000848",0,"ggle regular, special pinto bean"
129541,1556,O,67565.06,1996-07-25,3-MEDIUM,"Clerk#000000889",0, maintain blithely according to the
129542,10277,F,156091.59,1993-08-30,3-MEDIUM,"Clerk#000000829",0,ly final requests among th
129543,10408,F,62116.78,1992-11-15,3-MEDIUM,"Clerk#000000095",0,. idly ironic instructions doubt. blithely special epitaphs boo
129568,5536,F,97667.00,1993-10-18,2-HIGH,"Clerk#000000580",0,ronic requests. fluffily special accounts boost blithely ironic accounts. a
129569,8648,O,202763.13,1996-09-08,4-NOT SPECIFIED,"Clerk#000000070",0, even requests sleep furiously furiously regular acc
129570,11914,O,171399.65,1998-02-11,2-HIGH,"Clerk#000000263",0,nis sleep carefully. fluffily ironic requests are. gif
129571,6991,F,138400.76,1992-07-01,1-URGENT,"Clerk#000000570",0,", final requests sleep slyly? blithely regular accounts c"
129572,5611,F,141060.53,1992-06-08,1-URGENT,"Clerk#000000946",0,ideas grow blithely after the final requests. closely even theodolites
129573,9640,O,118653.60,1998-05-15,3-MEDIUM,"Clerk#000000074",0,ress theodolites do cajole alongside of the carefully express do
129574,2012,F,56214.93,1993-06-27,4-NOT SPECIFIED,"Clerk#000000296",0," regular accounts are. unusual, even deposits about the ironic, special dep"
129575,10438,O,325847.17,1996-12-27,1-URGENT,"Clerk#000000683",0,"lar sauternes. ironic, express deposits cajole furiously after th"
129600,9118,O,106006.94,1996-11-15,5-LOW,"Clerk#000000176",0,"ut the pending, bold requests. "
129601,14743,P,196529.42,1995-03-29,5-LOW,"Clerk#000000072",0,beans wake fluffily final platelets. furiously regular accounts about the acc
129602,3650,O,138426.88,1995-10-12,5-LOW,"Clerk#000000066",0,wake slyly after the furiously even requests. 
129603,7519,F,271872.93,1992-04-05,1-URGENT,"Clerk#000000857",0, unusual deposits against the quickly express packages haggle 
129604,10250,F,125212.56,1993-02-04,4-NOT SPECIFIED,"Clerk#000000450",0,ntegrate against the ironic deposits. furiously ironic theodolites integra
129605,14999,P,172005.93,1995-03-27,3-MEDIUM,"Clerk#000000578",0,ffix sometimes. regular ideas haggle carefu
129606,12635,O,346936.47,1997-04-08,1-URGENT,"Clerk#000000154",0,daring foxes wake furiously. pending forges wake slyly. accounts 
129607,11983,O,211251.66,1995-05-31,1-URGENT,"Clerk#000000464",0,d the packages cajole before the foxes; careful
129632,1579,O,220703.22,1998-02-04,5-LOW,"Clerk#000000339",0,e quickly ironic pinto beans. fu
129633,208,O,60473.54,1995-11-15,1-URGENT,"Clerk#000000923",0,usly slyly ironic theodolites. 
129634,8063,O,187394.12,1996-02-28,4-NOT SPECIFIED,"Clerk#000000571",0,refully regular requests. slyly bold asymptot
129635,5074,O,287932.74,1998-07-02,3-MEDIUM,"Clerk#000000222",0,apades are slyly. carefully quick accoun
129636,1700,F,89763.52,1994-10-13,5-LOW,"Clerk#000000130",0,manent accounts. even instructions about the blithely furious reque
129637,9784,F,50205.26,1995-03-27,5-LOW,"Clerk#000000195",0,eposits. furiously permanent packages caj
129638,11947,F,3048.55,1994-01-08,3-MEDIUM,"Clerk#000000080",0,de of the regular sentiments. even packages wake quickly according to th
129639,4384,F,128545.99,1992-01-13,1-URGENT,"Clerk#000000316",0,s may haggle. slyly unusual foxes wake blithely. fluffily bold deposits al
129664,14839,F,253251.52,1994-07-29,5-LOW,"Clerk#000000997",0,l accounts nag furiously according to 
129665,6163,O,39807.78,1997-10-31,2-HIGH,"Clerk#000000109",0,ar packages. unusual pa
129666,11626,O,292992.28,1997-10-31,4-NOT SPECIFIED,"Clerk#000000525",0,yly. regular platelets
129667,883,P,66774.66,1995-04-17,3-MEDIUM,"Clerk#000000871",0,cally after the furiously reg
129668,13523,F,8305.54,1995-01-08,1-URGENT,"Clerk#000000482",0,en accounts? regular excuses after the furiously unusual accounts 
129669,3266,F,3798.66,1993-07-15,1-URGENT,"Clerk#000000331",0,"eodolites. instructions above the special, even deposi"
129670,13681,O,191914.61,1997-09-01,2-HIGH,"Clerk#000000915",0,inal accounts sleep furiously regular r
129671,4150,F,245714.84,1993-03-02,5-LOW,"Clerk#000000805",0,"y according to the even, final notornis. blithely bold sauternes "
129696,11603,O,121431.53,1996-05-14,4-NOT SPECIFIED,"Clerk#000000425",0,nusual asymptotes at the quic
129697,9442,F,22509.65,1992-01-09,3-MEDIUM,"Clerk#000000914",0,usly bold ideas. slyly fluffy accounts are notorn
129698,859,F,156644.41,1992-03-03,2-HIGH,"Clerk#000000378",0,ly. bold accounts detect blithely express accounts. final pac
129699,13405,F,230604.89,1992-07-09,2-HIGH,"Clerk#000000998",0,"posits cajole carefully against the blithe, even deposits. "
129700,14791,F,124372.68,1994-03-23,5-LOW,"Clerk#000000189",0,use. furiously ironic as
129701,13549,O,218333.50,1996-04-26,1-URGENT,"Clerk#000000253",0,. carefully bold ideas above the slyly ironic packages must have to wa
129702,2212,O,139729.20,1995-06-29,1-URGENT,"Clerk#000000991",0,ages sleep. instructions alongside of the furiously sil
129703,2525,F,19782.61,1994-03-05,4-NOT SPECIFIED,"Clerk#000000395",0,"accounts use quickly final requests. pending, even foxes integrate fluffi"
129728,6922,F,75678.12,1994-06-29,4-NOT SPECIFIED,"Clerk#000000969",0,s boost among the fluffily express ideas. quickly ironic accounts cajole bl
129729,9799,F,57988.86,1992-12-16,3-MEDIUM,"Clerk#000000218",0,express theodolites poach against the 
129730,14389,O,155030.97,1998-02-02,2-HIGH,"Clerk#000000423",0,"ally unusual accounts boost special, final deposit"
129731,2792,O,131823.51,1997-01-02,1-URGENT,"Clerk#000000381",0,requests. furiously regular deposits haggle furiously on the bli
129732,6487,F,69432.53,1994-09-15,1-URGENT,"Clerk#000000973",0,rts. fluffily final requests sleep carefully. sly
129733,13558,O,128797.19,1997-12-15,1-URGENT,"Clerk#000000309",0,"e even, blithe instructions are carefully along the fi"
129734,10361,F,278696.06,1993-08-17,5-LOW,"Clerk#000000276",0,ainments after the blithely regular packa
129735,26,F,234946.71,1993-12-27,2-HIGH,"Clerk#000000339",0,y across the express accounts. dolphins about the
129760,475,F,106129.91,1993-08-14,5-LOW,"Clerk#000000603",0,"mes according to the fluffily regular ideas. enticing, even requ"
129761,3976,F,7578.07,1992-02-22,4-NOT SPECIFIED,"Clerk#000000024",0,accounts. quickly regular pinto be
129762,7057,F,74542.29,1994-12-25,1-URGENT,"Clerk#000000303",0, cajole quickly bli
129763,68,F,137801.76,1994-06-18,2-HIGH,"Clerk#000000191",0,sly regular pinto beans. slyly ironic deposits t
129764,11384,O,301443.63,1995-11-06,3-MEDIUM,"Clerk#000000486",0,"c pinto beans cajole ironic, silent deposits. slyly final"
129765,11078,F,59746.68,1992-12-20,4-NOT SPECIFIED,"Clerk#000000690",0,furious requests nag. furiously special pains sleep around the carefully u
129766,11416,F,84435.26,1994-11-06,5-LOW,"Clerk#000000044",0,riously carefully ironic theodolites. finally even dep
129767,2687,O,111192.64,1997-11-15,4-NOT SPECIFIED,"Clerk#000000267",0,fily ironic packages. slyly regular p
129792,5263,F,127511.92,1994-03-20,2-HIGH,"Clerk#000000922",0,ully. furiously pending pinto beans across the quick
129793,12775,F,167939.34,1993-02-21,5-LOW,"Clerk#000000380",0,sits integrate by the 
129794,10814,O,317118.85,1996-01-09,1-URGENT,"Clerk#000000528",0,mas thrash slyly carefully final idea
129795,3473,F,170907.03,1992-11-05,2-HIGH,"Clerk#000000504",0,le blithely after the finally bold d
129796,14413,F,175834.20,1992-06-11,1-URGENT,"Clerk#000000723",0,l have to use after the fluffily regular accou
129797,3553,F,120483.53,1994-07-20,1-URGENT,"Clerk#000000278",0,usly across the carefully bold platelets
129798,7036,F,247315.37,1994-10-30,4-NOT SPECIFIED,"Clerk#000000334",0,ly even requests thrash carefully. regular packages above th
129799,8827,O,207090.01,1997-12-28,4-NOT SPECIFIED,"Clerk#000000650",0,e carefully pending packages cajole sly
129824,4891,O,37245.74,1996-11-13,3-MEDIUM,"Clerk#000000959",0,tes serve fluffily a
129825,6595,F,55237.69,1994-01-31,4-NOT SPECIFIED,"Clerk#000000258",0,fully silent warthogs. slyly pending pinto beans sleep. 
129826,2521,O,8786.19,1996-05-25,4-NOT SPECIFIED,"Clerk#000000406",0,nal instructions dazzle? carefully regular dinos detect f
129827,7580,F,1950.64,1993-06-28,4-NOT SPECIFIED,"Clerk#000000772",0,s doze after the final braids. quickly expr
129828,2476,F,148431.06,1994-12-18,4-NOT SPECIFIED,"Clerk#000000133",0,"e special, bold deposits. bold packages haggle s"
129829,1327,O,112928.01,1997-01-09,5-LOW,"Clerk#000000516",0,"fts haggle regular, even dolphins. regular foxes haggl"
129830,12934,O,95671.81,1996-01-08,2-HIGH,"Clerk#000000319",0,e ironic platelets. deposits cajole
129831,11767,O,49938.31,1997-07-29,4-NOT SPECIFIED,"Clerk#000000266",0,nts affix slyly blithely bold accounts. fluffily bold deposits cajole quick
129856,427,F,129365.38,1994-05-28,2-HIGH,"Clerk#000000812",0,! quietly pending packages nag bl
129857,3962,O,52303.35,1997-05-13,4-NOT SPECIFIED,"Clerk#000000617",0,n foxes. instructions affix carefully special pinto 
129858,12149,F,88966.91,1993-01-16,2-HIGH,"Clerk#000000936",0,"al pinto beans cajole quickly. final, ironic requests cajole fluffi"
129859,7034,F,128365.87,1992-04-15,3-MEDIUM,"Clerk#000000017",0,ronic requests poach according to the permanent requ
129860,8647,F,208311.64,1993-06-20,2-HIGH,"Clerk#000000770",0,after the blithely quiet asymptotes. requests was slyly furiously bol
129861,4925,O,39050.48,1997-04-24,4-NOT SPECIFIED,"Clerk#000000727",0,"pecial ideas. final, final deposits will have to are furiously. fluffily re"
129862,13684,O,24576.62,1997-02-01,4-NOT SPECIFIED,"Clerk#000000983",0,ts sleep carefully alon
129863,7123,O,342437.57,1996-05-02,3-MEDIUM,"Clerk#000000046",0,"aggle blithely final, ironic braids. blithely pending a"
129888,9577,O,68338.19,1996-02-01,3-MEDIUM,"Clerk#000000154",0,fluffily above the regular deposits. daringly regular instructions 
129889,10492,F,112058.93,1994-04-26,5-LOW,"Clerk#000000591",0,accounts use carefully against the carefully final Tires
129890,11467,F,135245.04,1993-12-16,4-NOT SPECIFIED,"Clerk#000000031",0,uriously upon the carefully silent deposits. furiously special deposits among
129891,14446,F,369165.30,1993-03-16,3-MEDIUM,"Clerk#000000454",0,inal deposits. carefully unusua
129892,13588,F,144065.47,1992-10-21,4-NOT SPECIFIED,"Clerk#000000849",0,xes use. slyly unusual escapades haggle blithely requ
129893,4640,F,222320.93,1995-02-13,2-HIGH,"Clerk#000000786",0,n foxes. ironic theodolites are furiously 
129894,11746,F,34083.11,1992-07-08,5-LOW,"Clerk#000000926",0,ly silent packages wake quickly above the silent pinto 
129895,3154,F,35159.17,1992-02-15,2-HIGH,"Clerk#000000809",0,refully final ideas sleep pending requests.
129920,3538,F,106118.29,1994-01-08,2-HIGH,"Clerk#000000804",0,ic requests sleep furiously quickly regular foxes. carefully express ideas u
129921,10637,O,196264.95,1997-05-09,4-NOT SPECIFIED,"Clerk#000000599",0,pades boost furiously along the furiously final foxes. quickly 
129922,4564,F,239092.95,1993-05-18,1-URGENT,"Clerk#000000081",0,furiously final patterns kindle fluffily. slyly regular
129923,7906,F,318577.60,1994-02-05,2-HIGH,"Clerk#000000973",0,yly bold pearls sleep 
129924,733,O,170463.16,1995-11-16,2-HIGH,"Clerk#000000073",0,are. regular ideas accordin
129925,8599,F,262534.79,1994-11-07,2-HIGH,"Clerk#000000488",0,d the quickly bold ideas. deposits maintain carefully-- speci
129926,6557,O,316460.65,1998-01-05,5-LOW,"Clerk#000000211",0,oss the regular req
129927,12425,O,6623.04,1998-05-19,4-NOT SPECIFIED,"Clerk#000000439",0,"ss, final instructions. packages wake carefully. finally iron"
129952,12508,O,108647.04,1996-12-25,5-LOW,"Clerk#000000841",0,y ironic requests. furiously regular packages cajole 
129953,52,F,288461.72,1992-07-25,3-MEDIUM,"Clerk#000000043",0,ly even ideas. excuses sleep furiously iro
129954,241,F,148163.49,1994-09-13,4-NOT SPECIFIED,"Clerk#000000353",0,"ependencies. carefully bold ideas doubt: ironic, final accounts a"
129955,4622,O,46806.97,1998-02-13,4-NOT SPECIFIED,"Clerk#000000767",0,s according to the unusual orbits sleep quickly even fr
129956,14005,O,30747.87,1997-11-28,1-URGENT,"Clerk#000000785",0,ilent platelets wake above 
129957,4978,F,202028.47,1994-09-13,2-HIGH,"Clerk#000000497",0,refully even instructions cajole 
129958,2867,F,73383.41,1994-02-18,4-NOT SPECIFIED,"Clerk#000000963",0, unusual pinto beans. even foxes haggle. packages about the sly depend
129959,7645,F,185754.13,1993-05-11,4-NOT SPECIFIED,"Clerk#000000548",0, regular escapades. blithely regular asymptotes 
129984,8707,F,250530.48,1994-06-26,2-HIGH,"Clerk#000000911",0,ise furiously about the blithely bold accounts. unusual requests detect f
129985,8527,O,134636.23,1997-03-25,3-MEDIUM,"Clerk#000000759",0,encies wake along the furiously pending platelets. fu
129986,7103,F,53166.56,1995-02-02,3-MEDIUM,"Clerk#000000079",0,"s the even foxes; final foxes are fluffily express, even depende"
129987,611,F,87859.75,1992-03-02,4-NOT SPECIFIED,"Clerk#000000988",0,uests; blithely ironic depo
129988,13318,F,286535.75,1992-01-12,3-MEDIUM,"Clerk#000000220",0,ular deposits cajole furiously against the slyly pendi
129989,8425,O,135905.05,1995-05-16,2-HIGH,"Clerk#000000382",0," busy asymptotes. express, final accounts cajole slyly. silent instruct"
129990,9007,F,180276.77,1995-01-30,2-HIGH,"Clerk#000000997",0,oxes sleep carefully across the furious
129991,13571,F,142996.18,1992-12-30,1-URGENT,"Clerk#000000027",0, cajole furiously quickly unusual platelets. carefully ironic ideas wake ag
130016,4798,F,208342.32,1993-12-16,3-MEDIUM,"Clerk#000000096",0,uickly ironic accounts slee
130017,6197,F,123635.11,1992-03-18,1-URGENT,"Clerk#000000596",0,"ring packages wake along the even, express packages. furiously ironic requests"
130018,6880,O,205597.80,1997-06-12,4-NOT SPECIFIED,"Clerk#000000144",0,ructions cajole fluf
130019,2926,F,230841.24,1992-02-21,2-HIGH,"Clerk#000000897",0,"ilent, regular instructions sleep slyly. fu"
130020,3883,P,195568.20,1995-03-22,3-MEDIUM,"Clerk#000000917",0,ly ironic pinto beans ha
130021,8816,O,242309.27,1997-12-08,5-LOW,"Clerk#000000338",0,eposits haggle. slyly regular instru
130022,8810,O,129363.59,1997-03-31,5-LOW,"Clerk#000000136",0,ost slyly. final courts wake.
130023,3731,F,217027.80,1992-11-04,2-HIGH,"Clerk#000000350",0,ual theodolites alongside of th
130048,5137,F,211740.15,1993-01-12,2-HIGH,"Clerk#000000270",0,the blithely enticing frays. slyly even requests wake across
130049,9835,O,42324.34,1996-04-09,1-URGENT,"Clerk#000000778",0,r dependencies use. quickly pending orbits among the regu
130050,9676,F,20176.04,1994-04-16,4-NOT SPECIFIED,"Clerk#000000111",0,he slyly pending packages! quickl
130051,4835,O,153975.86,1996-04-12,5-LOW,"Clerk#000000303",0,ffily according to the slyly final request
130052,1216,F,66354.97,1993-11-03,3-MEDIUM,"Clerk#000000489",0, across the fluffy theodolites.
130053,12043,F,63793.45,1995-01-25,1-URGENT,"Clerk#000000820",0, bold theodolites. unusual requests promise furiously ironic packages. sp
130054,6040,F,42789.95,1993-05-08,1-URGENT,"Clerk#000000704",0,es wake furiously even instructions. request
130055,3316,F,170278.42,1993-01-31,1-URGENT,"Clerk#000000573",0,to beans doze pending accounts. furiously even excuses haggl
130080,10021,F,66043.21,1992-04-04,4-NOT SPECIFIED,"Clerk#000000431",0,anently final foxes. carefully ironic reques
130081,9878,O,269779.29,1997-08-24,2-HIGH,"Clerk#000000725",0,quickly even ideas haggle furiously. s
130082,425,O,80353.85,1996-02-19,5-LOW,"Clerk#000000126",0,"iously bold, bold packages. silent, ironic requests int"
130083,8749,F,170939.72,1994-06-20,1-URGENT,"Clerk#000000510",0,"regular, final foxes wake after the excuses."
130084,5804,O,197562.77,1996-12-04,2-HIGH,"Clerk#000000253",0,"ly regular ideas haggle quickly alongside of the special, speci"
130085,1036,P,316487.33,1995-04-12,4-NOT SPECIFIED,"Clerk#000000161",0,uffily. accounts are after the fluffily bold platelets. final pinto 
130086,9277,F,187504.38,1994-09-01,2-HIGH,"Clerk#000000431",0, deposits. ironic frets 
130087,9700,O,103670.02,1996-11-08,4-NOT SPECIFIED,"Clerk#000000990",0,cajole carefully furiously regular pinto 
130112,4441,O,241141.66,1997-02-22,2-HIGH,"Clerk#000000286",0, excuses. carefully ironic requests on the
130113,4894,O,87862.06,1995-06-01,1-URGENT,"Clerk#000000128",0,ress requests sleep quickly pending foxes. unusual platelets use carefully fi
130114,6484,F,147418.02,1992-12-26,5-LOW,"Clerk#000000374",0,ses. special braids wake fluffily blithely specia
